RecordID,Timestamp,ConsumerID,Consumption_Liters,ConsumerType,Location
76260333,2023-10-31 00:34:07,71520,8395,Commercial,West Jason
14643953,2023-10-29 11:55:04,1914,4104,Industrial,South Paul
82442466,2023-05-04 18:32:24,77707,6534,Commercial,Rossbury
31761180,2023-12-17 10:14:32,40477,3488,Commercial,Lake Jennifer
97717563,2023-02-08 00:47:24,34241,3005,Commercial,Kingburgh
20067203,2023-05-05 16:36:25,56393,2762,Commercial,South Thomas
34791714,2023-11-14 18:37:30,2573,5069,Residential,New Deborahland
4599314,2023-04-26 09:06:05,97297,4968,Residential,Moorestad
68062815,2023-08-31 14:04:37,43836,3710,Commercial,East Willie
44725379,2023-05-17 22:02:46,4695,5439,Industrial,Sheltonfurt
40012413,2023-10-29 20:13:20,38301,528,Industrial,Smithtown
44565505,2023-12-18 11:35:42,36088,7046,Commercial,Randallport
6986924,2023-01-11 07:46:29,96946,7803,Residential,Cindybury
64943578,2023-06-02 05:48:33,35439,3027,Industrial,Lake Victor
89797324,2023-04-03 13:47:47,76911,1054,Commercial,North Stephaniefort
23832191,2023-05-25 09:12:05,74631,9397,Industrial,Lake Matthewmouth
88798740,2023-12-04 02:47:09,7044,7844,Industrial,Walshhaven
18919086,2023-04-02 17:27:26,45019,1714,Commercial,Matthewburgh
94059161,2023-09-19 12:39:34,87830,6441,Commercial,Erinhaven
4758624,2023-06-10 03:27:13,57135,2874,Residential,Jennifermouth
36351056,2023-09-11 00:02:06,73560,2751,Commercial,East Gregory
86301597,2023-04-20 01:58:56,34575,1176,Industrial,East Samuel
36174695,2023-08-23 12:56:32,9699,1975,Commercial,South Stephanie
84062466,2023-08-11 18:57:03,89388,1250,Industrial,Vegaside
7407040,2023-12-15 00:14:04,35717,498,Commercial,Micheletown
10021408,2023-01-30 22:19:44,69893,2689,Industrial,Riddleton
17597087,2023-01-30 01:41:50,132,4365,Residential,East Geraldmouth
94737998,2023-01-07 08:13:46,44890,6139,Residential,Robertsberg
22490985,2023-04-24 07:31:51,73129,6191,Residential,Joseland
54912247,2023-02-01 18:48:01,34502,4051,Commercial,East Cheryl
81190100,2023-12-29 14:57:04,24682,8249,Residential,West Brooke
48082428,2023-10-23 22:41:29,79130,8155,Commercial,Richardborough
94012698,2023-01-03 14:22:47,81844,7320,Residential,Houstonton
49627289,2023-11-08 11:59:16,48733,2742,Residential,East Andrea
46040046,2023-03-25 18:36:45,7884,1477,Industrial,Lake Samuelchester
63253091,2023-06-13 03:38:48,65834,8366,Industrial,Johnsonfurt
52875235,2023-06-14 23:12:26,47599,5725,Residential,Ralphtown
12855382,2023-09-08 01:01:30,31207,7824,Residential,South Kaylaport
46570265,2023-05-11 19:54:51,31941,6402,Industrial,East Aaron
28204142,2023-07-12 12:56:22,60109,5987,Commercial,West Abigail
65522882,2023-12-02 07:16:55,70574,7200,Commercial,Lake Mia
71831257,2023-02-21 06:41:42,7844,2030,Industrial,East Lindaview
6981206,2023-09-24 07:33:30,21437,6321,Commercial,Mathisfort
27197090,2023-04-16 15:36:57,30725,9378,Commercial,Matthewport
84204799,2023-06-24 19:00:31,18219,3929,Residential,North Luke
11976520,2023-04-15 10:49:25,99060,8194,Industrial,West Stephanieborough
85458200,2023-01-31 13:25:51,26270,2771,Commercial,East Gregorytown
98379580,2023-07-11 15:54:56,10453,4959,Commercial,Laraport
46061622,2023-07-08 03:24:15,72095,1609,Industrial,Port Elizabeth
85098009,2023-08-13 16:30:34,66876,6231,Industrial,New David
70227204,2023-12-18 19:55:44,63098,7938,Industrial,Martinland
12888857,2023-09-10 16:53:40,12179,9374,Residential,South Johnbury
82647062,2023-07-09 21:11:01,2749,971,Commercial,Reginaberg
41643990,2023-12-13 11:46:19,44491,2894,Industrial,New Rebeccaville
87460232,2023-02-04 04:36:10,88611,6241,Residential,Coreyfurt
62267868,2023-10-24 17:41:51,6690,7784,Residential,Holdershire
88775498,2023-06-17 00:07:34,439,6433,Commercial,Lake Colleenfort
71232951,2023-05-10 14:36:04,86059,5996,Commercial,West Vickie
85711223,2023-02-28 02:07:00,41949,2056,Industrial,New Robertland
46459848,2023-03-28 03:54:49,62653,3086,Commercial,Reginaldchester
47730275,2023-06-16 23:55:18,2667,3753,Residential,Samanthaton
96803105,2023-09-03 06:39:28,17023,8105,Industrial,Lopezmouth
7111536,2023-05-25 12:09:20,43635,4180,Industrial,Kimberlymouth
49959711,2023-11-19 19:18:31,73914,5848,Commercial,Gregoryfort
76583844,2023-12-28 01:06:18,23250,2783,Residential,Jordanfurt
73754176,2023-02-08 09:03:50,58726,8478,Industrial,New Jerryport
56427551,2023-06-01 06:55:12,81245,2188,Residential,Riversstad
57633412,2023-01-07 05:17:08,17670,1180,Industrial,New Jenniferland
73028577,2023-11-06 03:33:20,44204,2169,Industrial,Port Peterchester
56180161,2023-11-16 20:48:52,97045,7188,Industrial,Wilsonchester
99848342,2023-02-22 10:22:16,79794,4472,Residential,Garciachester
15237681,2023-09-02 18:45:15,65898,5715,Industrial,Drewfort
59624195,2023-11-29 05:56:45,37651,108,Residential,New Briannafurt
45505761,2023-10-26 02:25:17,83981,1326,Industrial,Marieview
71638653,2023-04-09 14:37:15,32828,9511,Residential,Sanchezmouth
23413263,2023-11-16 04:26:05,15749,9254,Residential,North Veronica
45186132,2023-12-17 10:26:11,55049,1592,Residential,East Timothyland
36642333,2023-06-01 01:37:28,91437,5428,Residential,North Samuel
46184627,2023-09-23 06:45:20,45568,7150,Industrial,East Stevenstad
55127120,2023-08-12 03:12:22,26541,3784,Industrial,West Heatherfort
36644099,2023-02-03 22:27:57,39810,6567,Residential,North Daniel
49110444,2023-06-28 23:12:34,61570,9765,Commercial,Lake Jonathan
93684567,2023-11-14 01:38:20,29490,3397,Industrial,Myersland
80515053,2023-02-07 20:50:08,74109,5652,Residential,North Thomaschester
86694418,2023-04-26 08:05:49,46089,6042,Residential,Alicefurt
55618577,2023-05-05 21:12:26,10498,8195,Commercial,Heatherville
9456548,2023-05-22 11:13:01,41121,9429,Industrial,Port Angelatown
91826763,2023-11-18 23:21:05,50828,3474,Industrial,Robertport
58632020,2023-01-08 14:10:13,24818,9799,Commercial,North Charleshaven
84125142,2023-10-17 05:32:57,14021,106,Industrial,Lake Oliviashire
71097235,2023-03-19 18:47:40,42794,5144,Residential,Lake Julie
53968562,2023-01-26 07:54:51,32084,8189,Commercial,Lake Stephanie
68164405,2023-09-19 13:02:29,33659,7644,Commercial,Andersenmouth
4438573,2023-07-04 16:06:20,94624,6786,Industrial,Port Brianaview
45718277,2023-06-21 00:01:11,117,2279,Industrial,Christymouth
22344553,2023-01-21 06:04:15,2963,1371,Industrial,North Codystad
45362976,2023-02-12 12:16:12,11194,7325,Industrial,West Caitlynberg
19286201,2023-01-27 14:33:17,69949,568,Industrial,Joshuaborough
79785441,2023-10-26 03:15:21,88029,6190,Residential,Port Alyssa
22379352,2023-05-02 06:42:35,27257,5734,Residential,East Heathermouth
41837383,2023-11-21 15:43:07,6161,5064,Residential,Port Laurashire
17346092,2023-01-04 18:26:02,75164,2483,Industrial,New Tara
80980236,2023-03-01 02:04:17,58782,8540,Residential,West Kevinville
86618056,2023-01-24 17:17:36,23884,9231,Commercial,Patrickstad
45879374,2023-02-01 15:02:01,88406,1221,Commercial,South Raymondstad
94889724,2023-12-28 15:18:43,41905,2225,Residential,Frankville
72165202,2023-04-25 15:12:19,41346,9656,Commercial,South Sethberg
77045800,2023-11-22 08:31:59,33242,2073,Residential,Jacksonfurt
97932828,2023-06-12 13:19:06,23973,7946,Commercial,East Carol
33401221,2023-11-17 06:12:49,74562,1043,Commercial,South Anthony
22490413,2023-09-01 00:32:34,57842,2998,Residential,North Suzannehaven
48206768,2023-07-13 08:08:10,98534,6442,Residential,Christinafort
38189270,2023-08-30 06:55:03,88763,2800,Residential,Lake Williamborough
83936980,2023-02-05 10:38:05,24023,8997,Commercial,Jenniferbury
93876508,2023-08-19 16:23:58,11732,8267,Residential,Danielside
49607600,2023-01-27 03:02:12,51953,7392,Commercial,New Jeffrey
53183017,2023-04-10 12:53:15,71244,8952,Commercial,New Patricktown
87040288,2023-11-28 06:17:56,12308,5010,Industrial,Lewisview
68714610,2023-08-23 14:20:24,9213,8066,Residential,South Lisaborough
99465350,2023-02-27 18:34:35,94322,818,Residential,Buchananberg
95698440,2023-05-18 07:50:31,19727,4388,Commercial,Contrerasberg
83880520,2023-05-22 09:13:34,16744,6167,Residential,Karahaven
85243104,2023-11-22 03:44:32,7508,889,Commercial,South Elizabethstad
64038622,2023-03-03 09:26:49,75299,8382,Industrial,Melindastad
46017510,2023-09-25 12:55:53,93959,7699,Industrial,Lake Jennifer
75982278,2023-07-01 12:33:41,93718,2612,Commercial,Port Courtney
31683145,2023-06-30 02:58:35,153,9330,Residential,Annborough
97143825,2023-10-29 04:28:26,33313,6025,Commercial,New Karenside
86560581,2023-02-26 22:39:28,21477,4101,Commercial,South David
58888838,2023-10-18 13:16:13,8791,9464,Commercial,North Brandonberg
88497575,2023-02-25 17:10:13,73774,3681,Industrial,Samanthabury
14762367,2023-12-27 08:29:31,34914,2534,Commercial,Taylorfurt
22347375,2023-04-10 16:34:33,45867,1414,Industrial,North Kenneth
17205315,2023-07-28 08:56:48,46043,9699,Residential,Port Caitlyn
35447890,2023-01-19 13:53:52,55353,530,Residential,Port Haleyburgh
18595889,2023-06-18 20:54:08,41563,2500,Commercial,North Justin
99612157,2023-09-02 23:03:35,42538,3115,Residential,Patelberg
18730589,2023-05-28 16:49:24,47745,3806,Commercial,Hendrixside
94636518,2023-05-25 17:52:59,73692,8608,Commercial,Scottmouth
17620085,2023-02-26 17:25:55,66407,4310,Residential,Christinebury
38898476,2023-04-15 00:15:29,38838,1779,Commercial,New Feliciastad
67597380,2023-03-13 13:56:56,3399,3267,Commercial,South Robert
23284050,2023-09-07 04:46:34,91814,1346,Commercial,East Justin
43442909,2023-07-17 19:19:35,87184,5678,Residential,Port Brandon
23098228,2023-11-19 00:33:03,2372,4863,Commercial,North Jennifer
86410085,2023-07-17 09:20:59,56697,2665,Residential,South Laura
59620108,2023-10-04 05:20:55,16481,5119,Commercial,Paulburgh
28554684,2023-06-18 23:57:45,20781,766,Industrial,Thomasfort
65741872,2023-04-30 10:58:09,84856,2624,Commercial,East Larryside
5497398,2023-03-16 11:01:15,99858,6818,Industrial,Loganside
65701766,2023-08-06 08:38:21,73666,9867,Commercial,Longchester
53878187,2023-11-14 18:07:05,16587,6499,Residential,Hallhaven
54346182,2023-01-30 17:46:31,32597,2737,Commercial,Danielton
17202152,2023-07-14 18:56:23,66241,9833,Commercial,Brianabury
62729112,2023-12-10 10:30:04,56979,3454,Industrial,Campbellport
49598155,2023-10-08 16:38:40,17295,2250,Commercial,Lake Shannonfurt
88437643,2023-10-09 08:37:32,7808,2459,Commercial,Leefort
8919596,2023-03-04 02:02:00,15483,5503,Residential,Barnettbury
72711467,2023-11-06 09:41:21,66063,634,Residential,New Hannahchester
12384442,2023-02-11 21:21:48,33539,9385,Commercial,North Erica
76308801,2023-08-25 01:32:58,14899,7721,Industrial,Susanport
79156348,2023-05-20 06:03:31,15933,220,Industrial,West Daniel
30222112,2023-06-17 05:03:22,47536,4525,Industrial,Lake Sandra
89130497,2023-12-05 21:05:54,81972,8675,Commercial,Calebmouth
87648282,2023-10-22 07:22:44,1114,1198,Residential,South Andrea
12278768,2023-10-09 09:58:29,17754,5533,Residential,Smithburgh
40345737,2023-12-15 16:46:36,77572,7609,Commercial,South Cory
37571880,2023-02-17 03:56:44,1036,612,Industrial,New Nathan
53859819,2023-01-25 21:33:40,56973,716,Residential,Port Sarah
75095758,2023-03-21 12:29:56,94451,7406,Industrial,Laurenborough
10934039,2023-05-31 04:50:58,96712,5048,Industrial,South Johnfort
29814754,2023-05-07 14:17:32,51711,8680,Industrial,East Adamhaven
36807796,2023-10-01 04:11:27,11354,6520,Residential,West Jose
35927393,2023-03-29 23:25:03,77881,9581,Residential,West Tinastad
41638940,2023-12-29 01:14:20,30000,4636,Residential,Staceyside
26887610,2023-10-03 10:42:46,796,1272,Industrial,Diazview
84226545,2023-12-01 16:49:24,97963,5661,Commercial,Acostaland
59052653,2023-02-05 05:37:44,56275,9433,Commercial,Mcdonaldview
64704628,2023-11-02 23:42:00,21441,5300,Commercial,Patriciastad
96458442,2023-05-13 23:07:12,73837,6080,Industrial,Roachville
35735861,2023-07-06 15:36:55,91571,1867,Industrial,New Robert
39556109,2023-02-01 01:08:37,24249,282,Industrial,Marvinland
40274007,2023-06-14 23:17:53,73021,9061,Industrial,East Veronicaton
26691282,2023-07-26 13:00:30,7031,5364,Residential,East Joshuashire
46038174,2023-01-20 22:07:16,86017,6172,Commercial,Robertchester
28836003,2023-05-09 23:19:06,66661,4020,Industrial,Mariahaven
72898248,2023-11-23 14:06:38,94057,875,Residential,West Normaton
26686218,2023-08-17 17:57:26,4267,5950,Residential,Garymouth
26890431,2023-07-18 17:40:45,46082,6738,Residential,Caitlinport
9940023,2023-01-05 14:17:30,47786,3982,Industrial,Brittanyside
93899451,2023-10-22 08:10:15,53257,3746,Residential,South Linda
90267211,2023-07-11 11:05:54,52548,6996,Residential,North Emily
86664176,2023-09-02 18:30:48,56405,662,Commercial,South Cassidybury
99143117,2023-10-05 21:13:05,31120,8210,Commercial,South Melissa
92850396,2023-05-13 09:04:05,92989,4143,Commercial,Robinside
57912895,2023-10-04 05:39:23,37708,3614,Commercial,Cunninghamstad
19731327,2023-07-25 19:11:59,67513,6566,Residential,Steelestad
54346279,2023-06-24 16:44:41,5318,4327,Commercial,Stanleyport
73144225,2023-01-19 22:52:34,69377,7455,Industrial,West Jessica
10248482,2023-06-20 09:39:51,2158,6778,Commercial,Millerfurt
77319276,2023-12-05 12:17:50,44574,7106,Residential,Colemanstad
78375885,2023-03-27 04:57:14,51892,445,Residential,Martinton
11410316,2023-04-26 15:47:22,12048,1755,Residential,Martinburgh
3848606,2023-07-22 19:38:57,8307,8966,Industrial,Johnsonside
65803901,2023-05-19 03:59:31,35573,2710,Industrial,West Justinhaven
76471113,2023-06-25 03:02:22,49349,4173,Industrial,Rogershire
41066514,2023-07-21 17:13:14,77549,5877,Residential,West Michaelview
23498800,2023-08-08 04:07:24,47830,623,Residential,Lake Charleneton
59965838,2023-07-03 16:05:12,74089,1812,Industrial,South Yvette
24541549,2023-08-18 12:00:32,68682,7804,Commercial,Jennifermouth
78442903,2023-08-04 01:28:21,69072,9910,Residential,East Brenda
23674931,2023-12-15 04:47:10,32979,4077,Industrial,North Dianaside
76815248,2023-01-09 12:44:43,92701,3626,Residential,West Dominique
60483209,2023-06-24 15:08:25,1626,9402,Industrial,Jennifermouth
62860513,2023-09-13 14:42:31,26222,703,Residential,Michelleton
79159556,2023-07-07 18:43:57,91698,8392,Commercial,East Jasonview
52859063,2023-04-30 16:52:54,27569,7754,Industrial,Lake Kathrynview
20308107,2023-07-25 13:12:44,89915,8375,Commercial,West Courtneyside
98461125,2023-09-02 21:31:07,34022,2764,Commercial,Robertshire
74990685,2023-12-29 16:48:35,18588,8783,Industrial,New Henry
9697270,2023-09-05 23:43:54,17460,8191,Commercial,North Alexisside
48705495,2023-08-02 02:43:53,43705,1265,Residential,Beckyhaven
699962,2023-03-13 10:49:14,6684,4020,Residential,Lake Melissashire
76255957,2023-08-15 05:19:09,71652,2302,Industrial,Lake Rachelside
59301210,2023-04-30 13:00:54,11796,396,Residential,Lake Paul
84405429,2023-09-28 17:30:59,1582,7525,Industrial,North Dustin
55222062,2023-01-18 22:34:29,75574,8294,Industrial,New Vicki
84690986,2023-08-02 06:55:56,61784,7588,Commercial,New Christopherfurt
6328330,2023-07-26 13:18:51,41259,9620,Commercial,Christytown
41778416,2023-06-15 16:23:07,88470,7689,Commercial,Port Vicki
58816670,2023-05-26 06:29:53,76398,3473,Industrial,Samanthaborough
71674535,2023-06-14 04:17:14,29735,3777,Industrial,Port Heatherhaven
22483687,2023-12-08 22:58:08,7476,518,Industrial,Daltonhaven
74699140,2023-03-31 04:54:33,2727,7852,Commercial,Maryburgh
89450034,2023-11-08 15:23:54,74732,6068,Industrial,Alisonberg
39906474,2023-10-11 21:08:52,9345,3993,Residential,Juliaborough
10710663,2023-05-30 13:07:18,86991,2579,Industrial,Austintown
53351411,2023-04-29 12:18:29,48528,4236,Commercial,Port Jade
81884867,2023-03-15 20:29:11,80689,3261,Residential,East Madisonfurt
7554584,2023-01-29 00:03:57,37473,4823,Industrial,New Traceyport
96201461,2023-04-30 17:00:30,85890,8595,Industrial,Port David
27698812,2023-04-29 19:26:47,95142,183,Commercial,North Aaron
63954488,2023-07-21 22:49:14,49827,7291,Residential,Lucerotown
73373402,2023-11-09 15:30:52,53466,3692,Industrial,Joshuatown
73108780,2023-12-18 12:00:53,99268,8560,Residential,West Daniel
35553252,2023-08-31 03:43:13,27897,2169,Commercial,Paigeport
87800183,2023-03-08 22:56:42,83361,2222,Industrial,Jenniferton
77981399,2023-12-12 18:27:33,12329,5336,Industrial,Ryantown
27792400,2023-08-04 07:37:35,45300,1375,Commercial,West Sarah
26928455,2023-12-26 11:43:41,85068,5472,Industrial,Jerryfurt
62744571,2023-07-28 05:16:19,81210,1780,Residential,Cruzberg
62579751,2023-01-23 22:30:15,17582,9639,Industrial,Richardsonshire
52826153,2023-07-30 01:54:23,50214,7000,Industrial,Stevensberg
81356930,2023-01-02 02:24:08,89974,866,Industrial,East Judith
42959765,2023-03-06 18:02:54,82474,5235,Residential,Juanberg
21788768,2023-01-10 18:14:25,81185,6570,Industrial,Lake Katherine
64579470,2023-11-06 06:27:53,4247,1505,Residential,East Sandra
88331110,2023-12-25 10:13:29,28097,3511,Residential,North James
52950483,2023-05-02 07:45:07,53120,6526,Commercial,South Dennis
45706787,2023-05-18 11:01:58,95885,5663,Industrial,Michaelborough
33686358,2023-08-16 13:33:17,63235,7956,Industrial,Marcusport
15130249,2023-10-06 03:39:40,68692,7510,Commercial,Carterport
58715110,2023-06-29 00:46:01,38892,8830,Commercial,Port Matthewstad
65990056,2023-07-27 18:42:43,53657,7745,Residential,North Timothy
49614145,2023-08-23 15:09:54,14425,9011,Residential,New Linda
44621917,2023-12-06 04:04:06,83045,1637,Commercial,Sandersmouth
95739585,2023-11-26 17:09:48,23572,2440,Residential,Wallaceton
70446762,2023-06-26 13:10:48,47311,7272,Commercial,South Edwinbury
46756375,2023-11-21 02:34:57,98354,304,Commercial,New Sherriport
49872528,2023-01-29 18:05:05,29149,8988,Industrial,North Michael
97666341,2023-10-15 07:37:56,5811,1085,Commercial,Lake Russell
61466182,2023-11-15 13:13:27,46157,853,Residential,West Mark
62965267,2023-06-12 12:15:13,92818,540,Commercial,South Georgeside
50243903,2023-01-23 08:25:49,55861,5136,Residential,Kellybury
57296562,2023-08-11 04:30:21,46824,5342,Commercial,East Stephenside
11031379,2023-10-08 21:23:45,9582,9581,Residential,Daviston
65697091,2023-03-17 08:49:41,3931,9480,Industrial,Petersonmouth
39072376,2023-12-11 21:33:46,62369,9186,Industrial,North Gregmouth
59809309,2023-07-30 16:00:43,89607,8471,Residential,Lake Karenborough
39056906,2023-01-31 15:40:13,51044,4990,Residential,Billymouth
11769105,2023-01-29 10:27:40,36127,3298,Residential,Taraburgh
10861663,2023-01-07 12:38:24,60098,7023,Residential,Ericbury
63013731,2023-12-17 13:10:36,75953,9472,Industrial,Lopezburgh
26450673,2023-02-28 20:12:57,19357,4517,Commercial,Michaelview
32297680,2023-05-29 18:42:26,21663,3246,Residential,Flowersville
43651191,2023-07-26 11:57:10,21401,7484,Commercial,West Tara
73137042,2023-08-09 03:19:33,41411,5583,Residential,East Susan
50154982,2023-06-07 12:58:39,26723,1116,Residential,Lake Lindsayville
5130314,2023-06-09 13:39:50,85764,6950,Commercial,East Michaelland
27033358,2023-07-08 02:51:31,18395,959,Industrial,Luiston
30443495,2023-04-01 09:51:01,43483,4290,Residential,Port Robertport
5900847,2023-03-25 09:01:27,73519,8961,Residential,Port Rebecca
28875565,2023-01-26 15:59:57,44208,4553,Residential,South Zacharyfort
39668949,2023-02-16 17:28:29,13371,6550,Residential,Paulburgh
22219186,2023-01-13 15:49:01,61955,6799,Commercial,Lake Paulside
55489389,2023-08-08 16:34:53,83211,3530,Residential,New Paulhaven
85143739,2023-07-02 11:59:47,54291,7400,Industrial,Harrisonport
46477110,2023-08-02 00:28:30,13960,4107,Residential,New Albert
23450694,2023-02-12 16:03:37,48024,930,Industrial,New Davidhaven
96309212,2023-06-22 06:31:41,5083,1418,Residential,Kathrynberg
52174697,2023-10-04 10:21:01,66340,9309,Residential,Deborahfort
90922845,2023-08-01 15:51:22,48884,9639,Residential,Chambersstad
49678311,2023-09-12 17:07:32,69475,8026,Commercial,East Robertport
21043247,2023-02-21 16:43:26,75895,5105,Commercial,Lake Alexfort
75213536,2023-05-14 06:44:00,50385,608,Commercial,South Brian
56864703,2023-08-05 20:28:58,21193,9444,Industrial,Sherimouth
17429342,2023-02-24 02:34:56,51811,1944,Commercial,Mosesshire
78638205,2023-06-08 21:59:02,74706,6267,Industrial,Josephchester
8288058,2023-12-01 19:25:22,15815,6043,Residential,Hernandezshire
76354527,2023-12-28 19:52:34,54147,4657,Industrial,West Anaview
69085772,2023-09-19 11:00:07,11433,8319,Residential,North Erikamouth
8983659,2023-01-02 03:28:10,15037,6516,Industrial,East David
92309438,2023-04-05 07:23:17,93286,8256,Commercial,Jamiemouth
30291317,2023-06-12 22:04:48,98547,192,Industrial,Port Angelaside
16444884,2023-09-10 02:49:29,86867,1420,Commercial,North Stacey
19978413,2023-02-10 04:35:46,31114,6085,Residential,Bullockbury
19643880,2023-10-10 08:30:40,29418,7516,Commercial,New Eddiefurt
84996866,2023-06-14 20:27:34,45193,4338,Commercial,West Travis
7426012,2023-09-21 06:07:22,25447,7406,Residential,Davisfurt
91604365,2023-09-20 10:47:06,72143,8236,Commercial,Lake Reneefurt
86897649,2023-01-06 19:02:40,16127,4250,Residential,Camachomouth
22062703,2023-07-12 10:27:10,44462,9098,Residential,Port Nathantown
39941723,2023-02-11 15:07:31,26967,6008,Commercial,Monroeport
42076240,2023-01-17 10:33:37,32009,1456,Industrial,Lake Lisa
62813296,2023-03-04 09:59:44,18023,4231,Commercial,East Regina
41437797,2023-05-06 00:15:07,21753,5156,Residential,West Dorothyfurt
88736926,2023-08-17 04:37:34,40709,8089,Residential,East Rhonda
43480827,2023-05-18 13:43:18,24931,3031,Industrial,East Davidberg
76080843,2023-11-08 16:19:48,44132,6750,Residential,Torresshire
27099854,2023-02-12 07:29:01,68076,2712,Industrial,Port Brendastad
89784542,2023-05-23 17:37:14,61557,3216,Residential,East Tamara
64861317,2023-06-29 07:31:27,29773,7965,Residential,Hurstburgh
99164982,2023-06-21 15:41:22,84420,1689,Residential,Port Christopherville
36255527,2023-05-07 04:38:47,34522,6615,Commercial,New Ericville
53213811,2023-03-04 12:13:43,53917,571,Residential,West Christina
91036503,2023-01-03 08:40:30,47499,1692,Commercial,West Lindsay
31367520,2023-02-18 01:24:56,92147,3885,Commercial,Diazborough
51684438,2023-12-13 08:43:57,48083,2337,Industrial,Ramseyshire
85926447,2023-03-14 05:31:56,33884,4442,Industrial,Hamiltonfurt
8370164,2023-05-09 08:43:50,17522,262,Commercial,Lake Selenafort
58987778,2023-07-18 12:56:58,22391,5721,Residential,New Emilyfort
6751983,2023-11-24 19:45:26,522,623,Industrial,Delgadoside
83805840,2023-01-23 19:51:38,35436,7212,Industrial,Deborahview
53264353,2023-08-04 02:07:06,83667,2802,Commercial,Baileymouth
35443909,2023-03-25 17:52:50,64606,770,Residential,Lake Peterburgh
47666899,2023-08-05 12:32:44,25003,7754,Commercial,Maldonadoport
42530805,2023-07-02 13:53:31,62786,7376,Commercial,Lake Michael
61754933,2023-08-18 17:52:44,67294,7368,Industrial,Matthewborough
78186597,2023-10-12 11:28:39,48344,294,Industrial,Carlton
33914336,2023-05-24 13:58:57,61835,2034,Residential,Graystad
86424842,2023-12-15 13:12:26,88504,5514,Industrial,Lorettamouth
95494970,2023-10-09 06:54:36,80501,3511,Residential,South Collin
72303881,2023-07-12 04:02:06,96255,5536,Commercial,Bradleystad
98622604,2023-01-20 01:38:01,5416,4452,Industrial,Lake Tammy
70689540,2023-05-02 15:47:42,37339,7604,Industrial,Rickeyburgh
18057707,2023-09-27 23:35:50,68453,7046,Industrial,Meyerburgh
6829764,2023-01-09 19:55:44,35194,4792,Industrial,Josephside
80217893,2023-11-07 11:07:55,17397,6195,Commercial,West Tyler
47780308,2023-12-26 07:43:13,78518,3787,Commercial,Port Darlenefurt
42245454,2023-04-29 06:50:14,50433,5933,Commercial,South Danny
35258719,2023-04-24 08:05:32,52394,5811,Commercial,Tracyshire
56149585,2023-12-26 15:04:06,41529,8795,Residential,Lake Kevinland
42339732,2023-02-15 17:02:22,63101,9765,Commercial,Knightside
42380895,2023-07-04 17:04:58,99610,5094,Commercial,Hurleyport
73140180,2023-01-07 19:52:14,82757,1329,Commercial,Fosterville
75537118,2023-08-08 09:24:42,81600,2968,Residential,Kaylaton
91015473,2023-11-13 12:14:11,49590,5398,Industrial,East Victoria
4285449,2023-10-17 11:50:53,68639,8561,Residential,Lake Samanthashire
63807097,2023-02-03 13:01:53,63865,8167,Residential,Carlymouth
37873278,2023-01-14 10:02:37,92444,2880,Residential,Aaronshire
31235121,2023-11-13 11:57:37,83080,7639,Commercial,Lake Seanhaven
1101581,2023-10-08 12:40:13,98362,3947,Residential,Lake Donald
18232777,2023-10-07 03:48:12,42986,1531,Industrial,Whitneychester
1581579,2023-05-23 20:38:55,54454,9018,Residential,Port Kelly
45416202,2023-04-06 18:05:29,8833,5227,Industrial,Port Danielberg
90590363,2023-03-19 05:57:25,87433,8168,Commercial,Lauraberg
31330171,2023-12-10 08:55:02,92623,5104,Industrial,North Bradley
90027659,2023-12-10 19:12:54,44857,3984,Industrial,West Sarah
94516163,2023-01-15 23:20:10,57318,9811,Industrial,Port Brittany
4837520,2023-04-20 05:05:49,32044,6863,Residential,Arnoldport
72722109,2023-11-30 19:29:11,13550,8706,Industrial,Angelamouth
24285679,2023-10-01 11:38:33,79355,3716,Residential,Dianefort
73176089,2023-08-13 20:23:55,92179,2324,Commercial,South Tiffany
18135034,2023-05-20 14:16:34,29842,1199,Industrial,New Cameron
2899677,2023-03-03 19:39:56,47797,5785,Residential,Bauermouth
91291922,2023-11-13 15:22:12,45068,8501,Commercial,Cruzland
93827274,2023-11-13 17:42:10,21223,2804,Industrial,Port James
1091688,2023-05-24 11:38:32,25508,60,Residential,Wilsonville
70605356,2023-05-07 23:24:19,96853,4544,Commercial,Cantuberg
7940996,2023-01-16 21:49:47,63170,9435,Commercial,Port Jorgeland
75872520,2023-05-20 20:45:48,21667,2508,Commercial,South Randy
27306227,2023-01-17 20:28:32,52207,4801,Residential,Port Christopherfort
36385775,2023-10-30 15:04:14,28136,3222,Commercial,Port Crystalberg
25904089,2023-08-02 02:37:39,4425,2092,Commercial,North Mitchellburgh
55761729,2023-01-23 13:45:59,50317,5581,Commercial,Lake Jennifer
33225060,2023-06-18 21:04:54,85533,9788,Commercial,North Julie
53693474,2023-09-10 17:06:37,28363,2755,Residential,Whitechester
21223399,2023-10-01 11:08:23,61345,6466,Industrial,Bendertown
53090819,2023-07-19 19:33:37,38715,7525,Industrial,Edwardbury
23140509,2023-02-04 19:09:36,50502,4862,Residential,New Robert
35604489,2023-04-16 10:05:58,59101,2607,Commercial,Brownside
4467738,2023-10-07 14:44:58,18228,1469,Industrial,New Michaelmouth
46286118,2023-06-14 15:16:07,83133,3883,Residential,Cooperville
94884807,2023-06-03 13:58:45,46429,6997,Commercial,Markmouth
85804279,2023-07-04 23:55:48,37763,2385,Residential,New Jonathanbury
